# ★答えを 1度も 確かめていない 関数を 実Excel に 聞いた★
# 取った 日 … 2026-09-08 ／ ★司さん「答え確かめて」★
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★やり方★ 引数の 形を 53 通り 用意し、★実Excel が 誤りに しなかった 形を 全部★ 採る
#   ⇒★人が 決めるのは 形の 候補だけ／どれが 正しいかは 実Excel が 決める★
#   ⇒★1本だけだと『当たり前の 答え』で 通ってしまう★ので ★当たった 形は 全部 残す★
# ★材料★ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★数★ 関数 346個 ／ 呼び方が 見つかった 316 個 ／ 見つからない 30 個 ／ 式 3599 本
# ★呼び方が 見つからない★ … 
# ★呼び方が 見つからない★ … BINOM.DIST BINOM.DIST.RANGE BINOM.INV BINOMDIST CRITBINOM CUMIPMT CUMPRINC DAVERAGE DCOUNTA DGET DMAX DMIN DPRODUCT DSTDEV DSTDEVP DVAR DVARP HLOOKUP MAKEARRAY MAP MIRR NEGBINOM.DIST NEGBINOMDIST PERCENTILE.EXC RATE REDUCE SCAN T.TEST TTEST XIRR
# 関数	式	実Excel の 答え	型
IMPRODUCT	=IMPRODUCT(D1,D2,0.05,0.1,2)	20844737.16	String
IMPRODUCT	=IMPRODUCT(D1,D2,0.05,100,2)	20844737160	String
IMPRODUCT	=IMPRODUCT(A1:A5,B1:B5,1)	460800	String
IMPRODUCT	=IMPRODUCT(2,3,4,5,6)	720	String
IMPRODUCT	=IMPRODUCT(-2)	-2	String
IMPRODUCT	=IMPRODUCT(2.5,1)	2.5	String
IMREAL	=IMREAL(A1)	1	Double
IMREAL	=IMREAL(A2)	2	Double
IMREAL	=IMREAL(2)	2	Double
IMREAL	=IMREAL(0.5)	0.5	Double
IMREAL	=IMREAL("12:30")	0.52083333333333337	Double
IMREAL	=IMREAL(D1)	45292	Double
IMREAL	=IMREAL(-2)	-2	Double
IMSEC	=IMSEC(A1)	1.85081571768093	String
IMSEC	=IMSEC(A2)	-2.40299796172238	String
IMSEC	=IMSEC(2)	-2.40299796172238	String
IMSEC	=IMSEC(0.5)	1.13949392732455	String
IMSEC	=IMSEC("12:30")	1.15286425277573	String
IMSEC	=IMSEC(D1)	-1.06120527692117	String
IMSEC	=IMSEC(-2)	-2.40299796172238	String
IMSECH	=IMSECH(A1)	0.648054273663885	String
IMSECH	=IMSECH(A2)	0.26580222883408	String
IMSECH	=IMSECH(2)	0.26580222883408	String
IMSECH	=IMSECH(0.5)	0.886818883970074	String
IMSECH	=IMSECH("12:30")	0.878173129912569	String
IMSECH	=IMSECH(D1)	0	String
IMSECH	=IMSECH(-2)	0.26580222883408	String
IMSIN	=IMSIN(A1)	0.841470984807897	String
IMSIN	=IMSIN(A2)	0.909297426825682	String
IMSIN	=IMSIN(2)	0.909297426825682	String
IMSIN	=IMSIN(0.5)	0.479425538604203	String
IMSIN	=IMSIN("12:30")	0.497603147881951	String
IMSIN	=IMSIN(D1)	0.334699956222236	String
IMSIN	=IMSIN(-2)	-0.909297426825682	String
IMSINH	=IMSINH(A1)	1.1752011936438	String
IMSINH	=IMSINH(A2)	3.62686040784702	String
IMSINH	=IMSINH(2)	3.62686040784702	String
IMSINH	=IMSINH(0.5)	0.521095305493747	String
IMSINH	=IMSINH("12:30")	0.544702301526489	String
IMSINH	=IMSINH(-2)	-3.62686040784702	String
IMSQRT	=IMSQRT(A1)	1	String
IMSQRT	=IMSQRT(A2)	1.4142135623731	String
IMSQRT	=IMSQRT(2)	1.4142135623731	String
IMSQRT	=IMSQRT(0.5)	0.707106781186548	String
IMSQRT	=IMSQRT("12:30")	0.721687836487032	String
IMSQRT	=IMSQRT(D1)	212.819172068684	String
IMSQRT	=IMSQRT(-2)	8.66310780426106E-17+1.4142135623731i	String
IMSUB	=IMSUB(2,3)	-1	String
IMSUB	=IMSUB(0.5,1)	-0.5	String
IMSUB	=IMSUB("101",2)	99	String
IMSUB	=IMSUB(D1,D2)	-731	String
IMSUB	=IMSUB(D1,2)	45290	String
IMSUB	=IMSUB(2.5,1)	1.5	String
IMSUM	=IMSUM(A1)	1	String
IMSUM	=IMSUM(A2)	2	String
IMSUM	=IMSUM(A1:A5)	15	String
IMSUM	=IMSUM(B1:B5)	30	String
IMSUM	=IMSUM(A1:B5)	45	String
IMSUM	=IMSUM(2)	2	String
IMSUM	=IMSUM(2,3)	5	String
IMSUM	=IMSUM(2,3,4)	9	String
IMSUM	=IMSUM(2,3,4,5)	14	String
IMSUM	=IMSUM(1,2,3,4,5)	15	String
IMSUM	=IMSUM(1,2,3,4,5,6)	21	String
IMSUM	=IMSUM(1,2,3,4,5,6,7)	28	String
IMSUM	=IMSUM(0.5)	0.5	String
IMSUM	=IMSUM(0.5,1)	1.5	String
IMSUM	=IMSUM(0.5,1,2)	3.5	String
IMSUM	=IMSUM(0.5,1,2,3)	6.5	String
IMSUM	=IMSUM(0.5,1,2,3,4)	10.5	String
IMSUM	=IMSUM("12:30")	0.520833333333333	String
IMSUM	=IMSUM("101",2)	103	String
IMSUM	=IMSUM(A1:A5,B1:B5)	45	String
IMSUM	=IMSUM(A1:A5,2)	17	String
IMSUM	=IMSUM(A1:A5,2,3)	20	String
IMSUM	=IMSUM(A1:A5,A1)	16	String
IMSUM	=IMSUM(A1:A5,1,B1:B5,1)	47	String
IMSUM	=IMSUM(D1)	45292	String
IMSUM	=IMSUM(D1,D2)	91315	String
IMSUM	=IMSUM(D1,2)	45294	String
IMSUM	=IMSUM(D1,D2,1)	91316	String
IMSUM	=IMSUM(D1,D2,0)	91315	String
IMSUM	=IMSUM(D1,D2,0.05,0.1,100,2,0)	91417.15	String
IMSUM	=IMSUM(D1,D2,0.05,0.1,2)	91317.15	String
IMSUM	=IMSUM(D1,D2,0.05,100,2)	91417.05	String
IMSUM	=IMSUM(A1:A5,B1:B5,1)	46	String
IMSUM	=IMSUM(2,3,4,5,6)	20	String
IMSUM	=IMSUM(-2)	-2	String
IMSUM	=IMSUM(2.5,1)	3.5	String
IMTAN	=IMTAN(A1)	1.5574077246549	String
IMTAN	=IMTAN(A2)	-2.18503986326152	String
IMTAN	=IMTAN(2)	-2.18503986326152	String
IMTAN	=IMTAN(0.5)	0.54630248984379	String
IMTAN	=IMTAN("12:30")	0.573668881261775	String
IMTAN	=IMTAN(D1)	-0.355185359728321	String
IMTAN	=IMTAN(-2)	2.18503986326152	String
INT	=INT(A1)	1	Double
INT	=INT(A2)	2	Double
INT	=INT(A1:A5)	1	Double
INT	=INT(B1:B5)	2	Double
INT	=INT(2)	2	Double
INT	=INT(0.5)	0	Double
INT	=INT("2024-01-15")	45306	Double
INT	=INT("12:30")	0	Double
INT	=INT(D1)	45292	Double
INT	=INT(TRUE)	1	Double
INT	=INT(FALSE)	0	Double
INT	=INT(-2)	-2	Double
IPMT	=IPMT(2,3,4,5)	-9	Double
IPMT	=IPMT(1,2,3,4,5)	-2.7142857142857153	Double
IPMT	=IPMT(1,2,3,4,5,6)	-1.3571428571428577	Double
IPMT	=IPMT(0.5,1,2,3)	-1.5	Double
IPMT	=IPMT(0.5,1,2,3,4)	-1.5	Double
IPMT	=IPMT(A1:A5,1,B1:B5,1)	-1	Double
IPMT	=IPMT(2,3,4,5,6)	-7.8000000000000007	Double
ISBLANK	=ISBLANK(A1)	False	Boolean
ISBLANK	=ISBLANK(A2)	False	Boolean
ISBLANK	=ISBLANK(A1:A5)	False	Boolean
ISBLANK	=ISBLANK(B1:B5)	False	Boolean
ISBLANK	=ISBLANK(A1:B5)	False	Boolean
ISBLANK	=ISBLANK(2)	False	Boolean
ISBLANK	=ISBLANK(0.5)	False	Boolean
ISBLANK	=ISBLANK("あ")	False	Boolean
ISBLANK	=ISBLANK("IV")	False	Boolean
ISBLANK	=ISBLANK("MMXXIV")	False	Boolean
ISBLANK	=ISBLANK("2024-01-15")	False	Boolean
ISBLANK	=ISBLANK("12:30")	False	Boolean
ISBLANK	=ISBLANK(D1)	False	Boolean
ISBLANK	=ISBLANK(TRUE)	False	Boolean
ISBLANK	=ISBLANK(FALSE)	False	Boolean
ISBLANK	=ISBLANK(-2)	False	Boolean
ISERR	=ISERR(A1)	False	Boolean
ISERR	=ISERR(A2)	False	Boolean
ISERR	=ISERR(A1:A5)	False	Boolean
ISERR	=ISERR(B1:B5)	False	Boolean
ISERR	=ISERR(A1:B5)	True	Boolean
ISERR	=ISERR(2)	False	Boolean
ISERR	=ISERR(0.5)	False	Boolean
ISERR	=ISERR("あ")	False	Boolean
ISERR	=ISERR("IV")	False	Boolean
ISERR	=ISERR("MMXXIV")	False	Boolean
ISERR	=ISERR("2024-01-15")	False	Boolean
ISERR	=ISERR("12:30")	False	Boolean
ISERR	=ISERR(D1)	False	Boolean
ISERR	=ISERR(TRUE)	False	Boolean
ISERR	=ISERR(FALSE)	False	Boolean
ISERR	=ISERR(-2)	False	Boolean
ISERROR	=ISERROR(A1)	False	Boolean
ISERROR	=ISERROR(A2)	False	Boolean
ISERROR	=ISERROR(A1:A5)	False	Boolean
ISERROR	=ISERROR(B1:B5)	False	Boolean
ISERROR	=ISERROR(A1:B5)	True	Boolean
ISERROR	=ISERROR(2)	False	Boolean
ISERROR	=ISERROR(0.5)	False	Boolean
ISERROR	=ISERROR("あ")	False	Boolean
ISERROR	=ISERROR("IV")	False	Boolean
ISERROR	=ISERROR("MMXXIV")	False	Boolean
ISERROR	=ISERROR("2024-01-15")	False	Boolean
ISERROR	=ISERROR("12:30")	False	Boolean
ISERROR	=ISERROR(D1)	False	Boolean
ISERROR	=ISERROR(TRUE)	False	Boolean
ISERROR	=ISERROR(FALSE)	False	Boolean
ISERROR	=ISERROR(-2)	False	Boolean
ISEVEN	=ISEVEN(A1)	False	Boolean
ISEVEN	=ISEVEN(A2)	True	Boolean
ISEVEN	=ISEVEN(2)	True	Boolean
ISEVEN	=ISEVEN(0.5)	True	Boolean
ISEVEN	=ISEVEN("2024-01-15")	True	Boolean
ISEVEN	=ISEVEN("12:30")	True	Boolean
ISEVEN	=ISEVEN(D1)	True	Boolean
ISEVEN	=ISEVEN(-2)	True	Boolean
ISFORMULA	=ISFORMULA(A1)	False	Boolean
ISFORMULA	=ISFORMULA(A2)	False	Boolean
ISFORMULA	=ISFORMULA(A1:A5)	False	Boolean
ISFORMULA	=ISFORMULA(B1:B5)	False	Boolean
ISFORMULA	=ISFORMULA(A1:B5)	False	Boolean
ISFORMULA	=ISFORMULA(D1)	True	Boolean
ISLOGICAL	=ISLOGICAL(A1)	False	Boolean
ISLOGICAL	=ISLOGICAL(A2)	False	Boolean
ISLOGICAL	=ISLOGICAL(A1:A5)	False	Boolean
ISLOGICAL	=ISLOGICAL(B1:B5)	False	Boolean
ISLOGICAL	=ISLOGICAL(A1:B5)	False	Boolean
ISLOGICAL	=ISLOGICAL(2)	False	Boolean
ISLOGICAL	=ISLOGICAL(0.5)	False	Boolean
ISLOGICAL	=ISLOGICAL("あ")	False	Boolean
ISLOGICAL	=ISLOGICAL("IV")	False	Boolean
ISLOGICAL	=ISLOGICAL("MMXXIV")	False	Boolean
ISLOGICAL	=ISLOGICAL("2024-01-15")	False	Boolean
ISLOGICAL	=ISLOGICAL("12:30")	False	Boolean
ISLOGICAL	=ISLOGICAL(D1)	False	Boolean
ISLOGICAL	=ISLOGICAL(TRUE)	True	Boolean
ISLOGICAL	=ISLOGICAL(FALSE)	True	Boolean
ISLOGICAL	=ISLOGICAL(-2)	False	Boolean
ISNA	=ISNA(A1)	False	Boolean
ISNA	=ISNA(A2)	False	Boolean
ISNA	=ISNA(A1:A5)	False	Boolean
ISNA	=ISNA(B1:B5)	False	Boolean
ISNA	=ISNA(A1:B5)	False	Boolean
ISNA	=ISNA(2)	False	Boolean
ISNA	=ISNA(0.5)	False	Boolean
ISNA	=ISNA("あ")	False	Boolean
ISNA	=ISNA("IV")	False	Boolean
ISNA	=ISNA("MMXXIV")	False	Boolean
ISNA	=ISNA("2024-01-15")	False	Boolean
ISNA	=ISNA("12:30")	False	Boolean
ISNA	=ISNA(D1)	False	Boolean
ISNA	=ISNA(TRUE)	False	Boolean
ISNA	=ISNA(FALSE)	False	Boolean
ISNA	=ISNA(-2)	False	Boolean
ISNONTEXT	=ISNONTEXT(A1)	True	Boolean
ISNONTEXT	=ISNONTEXT(A2)	True	Boolean
ISNONTEXT	=ISNONTEXT(A1:A5)	True	Boolean
ISNONTEXT	=ISNONTEXT(B1:B5)	True	Boolean
ISNONTEXT	=ISNONTEXT(A1:B5)	True	Boolean
ISNONTEXT	=ISNONTEXT(2)	True	Boolean
ISNONTEXT	=ISNONTEXT(0.5)	True	Boolean
ISNONTEXT	=ISNONTEXT("あ")	False	Boolean
ISNONTEXT	=ISNONTEXT("IV")	False	Boolean
ISNONTEXT	=ISNONTEXT("MMXXIV")	False	Boolean
ISNONTEXT	=ISNONTEXT("2024-01-15")	False	Boolean
ISNONTEXT	=ISNONTEXT("12:30")	False	Boolean
ISNONTEXT	=ISNONTEXT(D1)	True	Boolean
ISNONTEXT	=ISNONTEXT(TRUE)	True	Boolean
ISNONTEXT	=ISNONTEXT(FALSE)	True	Boolean
ISNONTEXT	=ISNONTEXT(-2)	True	Boolean
ISNUMBER	=ISNUMBER(A1)	True	Boolean
ISNUMBER	=ISNUMBER(A2)	True	Boolean
ISNUMBER	=ISNUMBER(A1:A5)	True	Boolean
ISNUMBER	=ISNUMBER(B1:B5)	True	Boolean
ISNUMBER	=ISNUMBER(A1:B5)	False	Boolean
ISNUMBER	=ISNUMBER(2)	True	Boolean
ISNUMBER	=ISNUMBER(0.5)	True	Boolean
ISNUMBER	=ISNUMBER("あ")	False	Boolean
ISNUMBER	=ISNUMBER("IV")	False	Boolean
ISNUMBER	=ISNUMBER("MMXXIV")	False	Boolean
ISNUMBER	=ISNUMBER("2024-01-15")	False	Boolean
ISNUMBER	=ISNUMBER("12:30")	False	Boolean
ISNUMBER	=ISNUMBER(D1)	True	Boolean
ISNUMBER	=ISNUMBER(TRUE)	False	Boolean
ISNUMBER	=ISNUMBER(FALSE)	False	Boolean
ISNUMBER	=ISNUMBER(-2)	True	Boolean
ISO.CEILING	=ISO.CEILING(A1)	1	Double
ISO.CEILING	=ISO.CEILING(A2)	2	Double
ISO.CEILING	=ISO.CEILING(A1:A5)	1	Double
ISO.CEILING	=ISO.CEILING(B1:B5)	2	Double
ISO.CEILING	=ISO.CEILING(2)	2	Double
ISO.CEILING	=ISO.CEILING(2,3)	3	Double
ISO.CEILING	=ISO.CEILING(0.5)	1	Double
ISO.CEILING	=ISO.CEILING(0.5,1)	1	Double
ISO.CEILING	=ISO.CEILING("2024-01-15")	45306	Double
ISO.CEILING	=ISO.CEILING("12:30")	1	Double
ISO.CEILING	=ISO.CEILING("101",2)	102	Double
ISO.CEILING	=ISO.CEILING(A1:A5,B1:B5)	2	Double
ISO.CEILING	=ISO.CEILING(A1:A5,2)	2	Double
ISO.CEILING	=ISO.CEILING(A1:A5,A1)	1	Double
ISO.CEILING	=ISO.CEILING(D1)	45292	Double
ISO.CEILING	=ISO.CEILING(D1,D2)	46023	Double
ISO.CEILING	=ISO.CEILING(D1,2)	45292	Double
ISO.CEILING	=ISO.CEILING(TRUE)	1	Double
ISO.CEILING	=ISO.CEILING(FALSE)	0	Double
ISO.CEILING	=ISO.CEILING(2,TRUE)	2	Double
ISO.CEILING	=ISO.CEILING(-2)	-2	Double
ISO.CEILING	=ISO.CEILING(2.5,1)	3	Double
ISODD	=ISODD(A1)	True	Boolean
ISODD	=ISODD(A2)	False	Boolean
ISODD	=ISODD(2)	False	Boolean
ISODD	=ISODD(0.5)	False	Boolean
ISODD	=ISODD("2024-01-15")	False	Boolean
ISODD	=ISODD("12:30")	False	Boolean
ISODD	=ISODD(D1)	False	Boolean
ISODD	=ISODD(-2)	False	Boolean
ISOMITTED	=ISOMITTED(A1)	False	Boolean
ISOMITTED	=ISOMITTED(A2)	False	Boolean
ISOMITTED	=ISOMITTED(A1:A5)	False	Boolean
ISOMITTED	=ISOMITTED(B1:B5)	False	Boolean
ISOMITTED	=ISOMITTED(A1:B5)	False	Boolean
ISOMITTED	=ISOMITTED(2)	False	Boolean
ISOMITTED	=ISOMITTED(0.5)	False	Boolean
ISOMITTED	=ISOMITTED("あ")	False	Boolean
ISOMITTED	=ISOMITTED("IV")	False	Boolean
ISOMITTED	=ISOMITTED("MMXXIV")	False	Boolean
ISOMITTED	=ISOMITTED("2024-01-15")	False	Boolean
ISOMITTED	=ISOMITTED("12:30")	False	Boolean
ISOMITTED	=ISOMITTED(D1)	False	Boolean
ISOMITTED	=ISOMITTED(TRUE)	False	Boolean
ISOMITTED	=ISOMITTED(FALSE)	False	Boolean
ISOMITTED	=ISOMITTED(-2)	False	Boolean
ISOWEEKNUM	=ISOWEEKNUM(A1)	52	Double
ISOWEEKNUM	=ISOWEEKNUM(A2)	1	Double
ISOWEEKNUM	=ISOWEEKNUM(A1:A5)	52	Double
ISOWEEKNUM	=ISOWEEKNUM(B1:B5)	1	Double
ISOWEEKNUM	=ISOWEEKNUM(2)	1	Double
ISOWEEKNUM	=ISOWEEKNUM(0.5)	52	Double
ISOWEEKNUM	=ISOWEEKNUM("2024-01-15")	3	Double
ISOWEEKNUM	=ISOWEEKNUM("12:30")	52	Double
ISOWEEKNUM	=ISOWEEKNUM(D1)	1	Double
ISOWEEKNUM	=ISOWEEKNUM(TRUE)	52	Double
ISOWEEKNUM	=ISOWEEKNUM(FALSE)	52	Double
ISPMT	=ISPMT(2,3,4,5)	-2.5	Double
ISPMT	=ISPMT(0.5,1,2,3)	-0.75	Double
ISPMT	=ISPMT(A1:A5,1,B1:B5,1)	-0.5	Double
ISREF	=ISREF(A1)	True	Boolean
ISREF	=ISREF(A2)	True	Boolean
ISREF	=ISREF(A1:A5)	True	Boolean
ISREF	=ISREF(B1:B5)	True	Boolean
ISREF	=ISREF(A1:B5)	True	Boolean
ISREF	=ISREF(2)	False	Boolean
ISREF	=ISREF(0.5)	False	Boolean
ISREF	=ISREF("あ")	False	Boolean
ISREF	=ISREF("IV")	False	Boolean
ISREF	=ISREF("MMXXIV")	False	Boolean
ISREF	=ISREF("2024-01-15")	False	Boolean
ISREF	=ISREF("12:30")	False	Boolean
ISREF	=ISREF(D1)	True	Boolean
ISREF	=ISREF(TRUE)	False	Boolean
ISREF	=ISREF(FALSE)	False	Boolean
ISREF	=ISREF(-2)	False	Boolean
ISTEXT	=ISTEXT(A1)	False	Boolean
ISTEXT	=ISTEXT(A2)	False	Boolean
ISTEXT	=ISTEXT(A1:A5)	False	Boolean
ISTEXT	=ISTEXT(B1:B5)	False	Boolean
ISTEXT	=ISTEXT(A1:B5)	False	Boolean
ISTEXT	=ISTEXT(2)	False	Boolean
ISTEXT	=ISTEXT(0.5)	False	Boolean
ISTEXT	=ISTEXT("あ")	True	Boolean
ISTEXT	=ISTEXT("IV")	True	Boolean
ISTEXT	=ISTEXT("MMXXIV")	True	Boolean
ISTEXT	=ISTEXT("2024-01-15")	True	Boolean
ISTEXT	=ISTEXT("12:30")	True	Boolean
ISTEXT	=ISTEXT(D1)	False	Boolean
ISTEXT	=ISTEXT(TRUE)	False	Boolean
ISTEXT	=ISTEXT(FALSE)	False	Boolean
ISTEXT	=ISTEXT(-2)	False	Boolean
LARGE	=LARGE(0.5,1)	0.5	Double
LARGE	=LARGE(A1:A5,B1:B5)	4	Double
LARGE	=LARGE(A1:A5,2)	4	Double
LARGE	=LARGE(A1:A5,A1)	5	Double
LARGE	=LARGE(2,TRUE)	2	Double
LARGE	=LARGE(2.5,1)	2.5	Double
LCM	=LCM(A1)	1	Double
LCM	=LCM(A2)	2	Double
LCM	=LCM(A1:A5)	60	Double
LCM	=LCM(B1:B5)	120	Double
LCM	=LCM(A1:B5)	120	Double
LCM	=LCM(2)	2	Double
LCM	=LCM(2,3)	6	Double
LCM	=LCM(2,3,4)	12	Double
LCM	=LCM(2,3,4,5)	60	Double
LCM	=LCM(1,2,3,4,5)	60	Double
LCM	=LCM(1,2,3,4,5,6)	60	Double
LCM	=LCM(1,2,3,4,5,6,7)	420	Double
LCM	=LCM(0.5)	0	Double
LCM	=LCM(0.5,1)	0	Double
LCM	=LCM(0.5,1,2)	0	Double
LCM	=LCM(0.5,1,2,3)	0	Double
LCM	=LCM(0.5,1,2,3,4)	0	Double
LCM	=LCM("2024-01-15")	45306	Double
LCM	=LCM("12:30")	0	Double
LCM	=LCM("101",2)	202	Double
LCM	=LCM(A1:A5,B1:B5)	120	Double
LCM	=LCM(A1:A5,2)	60	Double
LCM	=LCM(A1:A5,2,3)	60	Double
LCM	=LCM(A1:A5,A1)	60	Double
LCM	=LCM(A1:A5,1,B1:B5,1)	120	Double
LCM	=LCM(D1)	45292	Double
LCM	=LCM(D1,D2)	2084473716	Double
LCM	=LCM(D1,2)	45292	Double
LCM	=LCM(D1,D2,1)	2084473716	Double
LCM	=LCM(D1,D2,0)	0	Double
LCM	=LCM(D1,D2,0.05,0.1,100,2,0)	0	Double
LCM	=LCM(D1,D2,0.05,0.1,2)	0	Double
LCM	=LCM(D1,D2,0.05,100,2)	0	Double
LCM	=LCM(A1:A5,B1:B5,1)	120	Double
LCM	=LCM(2,3,4,5,6)	60	Double
LCM	=LCM(2.5,1)	2	Double
LEFT	=LEFT(A1)	1	String
LEFT	=LEFT(A2)	2	String
LEFT	=LEFT(A1:A5)	1	String
LEFT	=LEFT(B1:B5)	2	String
LEFT	=LEFT(2)	2	String
LEFT	=LEFT(2,3)	2	String
LEFT	=LEFT(0.5)	0	String
LEFT	=LEFT(0.5,1)	0	String
LEFT	=LEFT("あ")	あ	String
LEFT	=LEFT("あ",1)	あ	String
LEFT	=LEFT("あいう",2)	あい	String
LEFT	=LEFT("IV")	I	String
LEFT	=LEFT("MMXXIV")	M	String
LEFT	=LEFT("2024-01-15")	2	String
LEFT	=LEFT("12:30")	1	String
LEFT	=LEFT("101",2)	10	String
LEFT	=LEFT(A1:A5,B1:B5)	1	String
LEFT	=LEFT(A1:A5,2)	1	String
LEFT	=LEFT(A1:A5,A1)	1	String
LEFT	=LEFT(D1)	4	String
LEFT	=LEFT(D1,D2)	45292	String
LEFT	=LEFT(D1,2)	45	String
LEFT	=LEFT(TRUE)	T	String
LEFT	=LEFT(FALSE)	F	String
LEFT	=LEFT(2,TRUE)	2	String
LEFT	=LEFT(-2)	-	String
LEFT	=LEFT(2.5,1)	2	String
LINEST	=LINEST(A1)	0	Double
LINEST	=LINEST(A2)	0	Double
LINEST	=LINEST(A1:A5)	0.99999999999999989	Double
LINEST	=LINEST(B1:B5)	1.9999999999999998	Double
LINEST	=LINEST(A1:B5)	0.81818181818181823	Double
LINEST	=LINEST(2)	0	Double
LINEST	=LINEST(2,3)	0	Double
LINEST	=LINEST(2,3,4)	0	Double
LINEST	=LINEST(2,3,4,5)	0	Double
LINEST	=LINEST(0.5)	0	Double
LINEST	=LINEST(0.5,1)	0	Double
LINEST	=LINEST(0.5,1,2)	0	Double
LINEST	=LINEST(0.5,1,2,3)	0	Double
LINEST	=LINEST(A1:A5,B1:B5)	0.49999999999999994	Double
LINEST	=LINEST(D1)	0	Double
LINEST	=LINEST(D1,D2)	0	Double
LINEST	=LINEST(D1,2)	0	Double
LINEST	=LINEST(D1,D2,1)	0	Double
LINEST	=LINEST(D1,D2,0)	0.98411663733350718	Double
LINEST	=LINEST(2,3,TRUE)	0	Double
LINEST	=LINEST(A1:A5,B1:B5,1)	0.49999999999999994	Double
LINEST	=LINEST(-2)	0	Double
LINEST	=LINEST(2.5,1)	0	Double
LN	=LN(A1)	0	Double
LN	=LN(A2)	0.69314718055994529	Double
LN	=LN(A1:A5)	0	Double
LN	=LN(B1:B5)	0.69314718055994529	Double
LN	=LN(2)	0.69314718055994529	Double
LN	=LN(0.5)	-0.69314718055994529	Double
LN	=LN("2024-01-15")	10.721194753031481	Double
LN	=LN("12:30")	-0.65232518603969014	Double
LN	=LN(D1)	10.72088569543393	Double
LN	=LN(TRUE)	0	Double
LOG	=LOG(A1)	0	Double
LOG	=LOG(A2)	0.3010299956639812	Double
LOG	=LOG(A1:A5)	0	Double
LOG	=LOG(B1:B5)	0.3010299956639812	Double
LOG	=LOG(2)	0.3010299956639812	Double
LOG	=LOG(2,3)	0.63092975357145742	Double
LOG	=LOG(0.5)	-0.3010299956639812	Double
LOG	=LOG("2024-01-15")	4.656155720651669	Double
LOG	=LOG("12:30")	-0.28330122870354957	Double
LOG	=LOG("101",2)	6.6582114827517955	Double
LOG	=LOG(A1:A5,B1:B5)	0	Double
LOG	=LOG(A1:A5,2)	0	Double
LOG	=LOG(D1)	4.6560214986424624	Double
LOG	=LOG(D1,D2)	0.99850880047100876	Double
LOG	=LOG(D1,2)	15.466968626739957	Double
LOG	=LOG(TRUE)	0	Double
LOGINV	=LOGINV(0.5,1,2)	2.7182818284590451	Double
LOGNORM.DIST	=LOGNORM.DIST(2,3,4,5)	0.28206660531565653	Double
LOGNORM.DIST	=LOGNORM.DIST(0.5,1,2,3)	0.19861641975736127	Double
LOGNORM.DIST	=LOGNORM.DIST(A1:A5,1,B1:B5,1)	0.30853753872598688	Double
LOGNORM.INV	=LOGNORM.INV(0.5,1,2)	2.7182818284590451	Double
LOGNORMDIST	=LOGNORMDIST(2,3,4)	0.28206660531565653	Double
LOGNORMDIST	=LOGNORMDIST(0.5,1,2)	0.19861641975736127	Double
LOGNORMDIST	=LOGNORMDIST(A1:A5,2,3)	0.25249253754692291	Double
LOGNORMDIST	=LOGNORMDIST(D1,D2,1)	0	Double
LOGNORMDIST	=LOGNORMDIST(2,3,TRUE)	0.01053151325275921	Double
LOGNORMDIST	=LOGNORMDIST(A1:A5,B1:B5,1)	0.022750131948179191	Double
LOWER	=LOWER(A1)	1	String
LOWER	=LOWER(A2)	2	String
LOWER	=LOWER(A1:A5)	1	String
LOWER	=LOWER(B1:B5)	2	String
LOWER	=LOWER(2)	2	String
LOWER	=LOWER(0.5)	0.5	String
LOWER	=LOWER("あ")	あ	String
LOWER	=LOWER("IV")	iv	String
LOWER	=LOWER("MMXXIV")	mmxxiv	String
LOWER	=LOWER("2024-01-15")	2024-01-15	String
LOWER	=LOWER("12:30")	12:30	String
LOWER	=LOWER(D1)	45292	String
LOWER	=LOWER(TRUE)	true	String
LOWER	=LOWER(FALSE)	false	String
LOWER	=LOWER(-2)	-2	String
MAXA	=MAXA(A1)	1	Double
MAXA	=MAXA(A2)	2	Double
MAXA	=MAXA(A1:A5)	5	Double
MAXA	=MAXA(B1:B5)	10	Double
MAXA	=MAXA(A1:B5)	10	Double
MAXA	=MAXA(2)	2	Double
MAXA	=MAXA(2,3)	3	Double
MAXA	=MAXA(2,3,4)	4	Double
MAXA	=MAXA(2,3,4,5)	5	Double
MAXA	=MAXA(1,2,3,4,5)	5	Double
MAXA	=MAXA(1,2,3,4,5,6)	6	Double
MAXA	=MAXA(1,2,3,4,5,6,7)	7	Double
MAXA	=MAXA(0.5)	0.5	Double
MAXA	=MAXA(0.5,1)	1	Double
MAXA	=MAXA(0.5,1,2)	2	Double
MAXA	=MAXA(0.5,1,2,3)	3	Double
MAXA	=MAXA(0.5,1,2,3,4)	4	Double
MAXA	=MAXA("2024-01-15")	45306	Double
MAXA	=MAXA("12:30")	0.52083333333333337	Double
MAXA	=MAXA("101",2)	101	Double
MAXA	=MAXA(A1:A5,B1:B5)	10	Double
MAXA	=MAXA(A1:A5,2)	5	Double
MAXA	=MAXA(A1:A5,2,3)	5	Double
MAXA	=MAXA(A1:B5,2,FALSE)	10	Double
MAXA	=MAXA(A1:A5,A1)	5	Double
MAXA	=MAXA(A1:A5,1,B1:B5,1)	10	Double
MAXA	=MAXA(D1)	45292	Double
